"Date","Site","Plot","Quadrat","In.out.quadrats","In.out.transects","Species","Number.of.plants","Number.of.flowers.1","Number.of.flowers.2","Number.of.flowers.3","Number.of.flowers.4","Number.of.flowers.5","Number.of.flowers.6","Number.of.flowers.7","Number.of.flowers.8","Number.of.flowers.9","Number.of.flowers.10","Notes","year"
2021-06-21,"401 Trail",4,"A","in","in","Vicia americana",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-21,"401 Trail",4,"B","in","in","Potentilla pulcherrima",10,1,1,1,1,1,1,1,1,1,1,"",2021
2021-06-21,"401 Trail",4,"B","in","in","Ligusticum porteri",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-21,"401 Trail",4,"C","in","in","Potentilla pulcherrima",10,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,"",2021
2021-06-21,"401 Trail",4,"C","in","in","Ligusticum porteri",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-21,"401 Trail",4,"C","in","in","Lathyrus leucanthus",10,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",2021
2021-06-21,"401 Trail",4,"D","in","in","Potentilla pulcherrima",10,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,"",2021
2021-06-21,"401 Trail",4,"D","in","in","Ligusticum porteri",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-21,"401 Trail",4,"D","in","in","Lathyrus leucanthus",10,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",2021
2021-06-21,"401 Trail",4,"D","in","in","Delphinium nuttaliana",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-21,"401 Trail",4,NA,"out","in","Hydrophylum fendleri",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-22,"Waterfall",1,"A","in","in","Lathyrus leucanthus",10,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,"",2021
2021-06-22,"Waterfall",1,"A","in","in","Fragaria virginiana",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-22,"Waterfall",1,"B","in","in","Lathyrus leucanthus",10,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,"",2021
2021-06-22,"Waterfall",1,"B","in","in","Pseudocymopterus montanus",10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,"",2021
2021-06-22,"Waterfall",1,"C","in","in","Pseudocymopterus montanus",10,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,"",2021
2021-06-22,"Waterfall",1,"C","in","in","Lathyrus leucanthus",10,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,"",2021
2021-06-22,"Waterfall",1,"C","in","in","Fragaria virginiana",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-22,"Waterfall",1,"D","in","in","Lathyrus leucanthus",10,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"",2021
2021-06-22,"Waterfall",1,"D","in","in","Pseudocymopterus montanus",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-22,"Waterfall",1,"D","in","in","Fragaria virginiana",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-22,"Waterfall",4,"A","in","in","Potentilla pulcherrima",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-22,"Waterfall",4,"A","in","in","Lathyrus leucanthus",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-22,"Waterfall",4,"B","in","in","Potentilla pulcherrima",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-22,"Waterfall",4,"C","in","in","Potentilla pulcherrima",10,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,"",2021
2021-06-22,"Waterfall",4,"D","in","in","Potentilla pulcherrima",10,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,"",2021
2021-06-22,"Waterfall",4,"D","in","in","Lathyrus leucanthus",10,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"",2021
2021-06-22,"Waterfall",4,NA,"out","in","Delphinium nuttaliana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-22,"Waterfall",4,NA,"out","in","Pentaphylloides floribunda ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-22,"Waterfall",2,"A","in","in","Pentaphylloides floribunda ",10,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,"",2021
2021-06-22,"Waterfall",2,"A","in","in","Lathyrus leucanthus",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-22,"Waterfall",2,"B","in","in","Delphinium nuttaliana",10,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",2021
2021-06-22,"Waterfall",2,"B","in","in","Adenolinum lewisii",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-22,"Waterfall",2,"C","in","in","Adenolinum lewisii",10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,"",2021
2021-06-22,"Waterfall",2,"C","in","in","Lathyrus leucanthus",10,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,"",2021
2021-06-22,"Waterfall",2,"D","in","in","Lathyrus leucanthus",10,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,"",2021
2021-06-22,"Waterfall",2,"D","in","in","Potentilla pulcherrima",10,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,"",2021
2021-06-22,"Waterfall",2,"D","in","in","Ipomopsis aggregata ",10,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,"",2021
2021-06-22,"Waterfall",2,NA,"out","in","Eriogonum umbellatum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-22,"Waterfall",5,"B","in","in","Adenolinum lewisii",10,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",2021
2021-06-22,"Waterfall",5,"B","in","in","Potentilla pulcherrima",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-22,"Waterfall",5,"B","in","in","Lathyrus leucanthus",10,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"",2021
2021-06-22,"Waterfall",5,"C","in","in","Lathyrus leucanthus",10,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,"",2021
2021-06-22,"Waterfall",5,"C","in","in","Adenolinum lewisii",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-22,"Waterfall",5,"D","in","in","Delphinium nuttaliana",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-22,"Waterfall",5,"D","in","in","Potentilla pulcherrima",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-22,"Waterfall",5,"D","in","in","Lathyrus leucanthus",10,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,"",2021
2021-06-22,"Waterfall",5,NA,"out","in","Ipomopsis aggregata ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-22,"Waterfall",5,NA,"out","in","Boechera stricta",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-22,"Waterfall",3,"B","in","in","Delphinium nuttaliana",10,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",2021
2021-06-22,"Waterfall",3,"C","in","in","Delphinium nuttaliana",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-22,"Waterfall",3,"D","in","in","Taraxacum officinale",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-22,"Waterfall",3,"D","in","in","Lathyrus leucanthus",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-22,"Waterfall",3,NA,"out","in","Fragaria virginiana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-22,"Waterfall",3,NA,"out","in","Boechera stricta",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-22,"Waterfall",6,"A","in","in","Lathyrus leucanthus",10,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,"",2021
2021-06-22,"Waterfall",6,"B","in","in","Lathyrus leucanthus",10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,"",2021
2021-06-22,"Waterfall",6,"B","in","in","Pseudocymopterus montanus",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-22,"Waterfall",6,"B","in","in","Delphinium nuttaliana",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-22,"Waterfall",6,"C","in","in","Eriogonum umbellatum",10,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,"",2021
2021-06-22,"Waterfall",6,"D","in","in","Lathyrus leucanthus",10,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,"",2021
2021-06-22,"Waterfall",6,NA,"out","in","Potentilla pulcherrima",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-23,"401 Trail",4,"A","in","in","Pseudocymopterus montanus",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-23,"401 Trail",4,"A","in","in","Valeriana sp. ",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-23,"401 Trail",4,"B","in","in","Potentilla pulcherrima",10,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",2021
2021-06-23,"401 Trail",4,"B","in","in","Lathyrus leucanthus",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-23,"401 Trail",4,"C","in","in","Potentilla pulcherrima",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-23,"401 Trail",4,"C","in","in","Pseudocymopterus montanus",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-23,"401 Trail",4,"C","in","in","Lathyrus leucanthus",10,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,"",2021
2021-06-23,"401 Trail",4,"D","in","in","Potentilla pulcherrima",10,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,"",2021
2021-06-23,"401 Trail",4,"D","in","in","Lathyrus leucanthus",10,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,"",2021
2021-06-23,"401 Trail",4,NA,"out","in","Achillea millefolium",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-23,"401 Trail",4,NA,"out","in","Delphinium nuttaliana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-23,"401 Trail",3,"A","in","in","Potentilla pulcherrima",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-23,"401 Trail",3,"A","in","in","Lathyrus leucanthus",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-23,"401 Trail",3,"B","in","in","Potentilla pulcherrima",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-23,"401 Trail",3,"B","in","in","Lathyrus leucanthus",10,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,"",2021
2021-06-23,"401 Trail",3,"C","in","in","Frasera speciosa",10,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,"",2021
2021-06-23,"401 Trail",3,"C","in","in","Potentilla pulcherrima",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-23,"401 Trail",3,"C","in","in","Lathyrus leucanthus",10,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,"",2021
2021-06-23,"401 Trail",3,"D","in","in","Fragaria virginiana",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-23,"401 Trail",3,"D","in","in","Lathyrus leucanthus",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-23,"401 Trail",3,NA,"out","in","Dugaldia hoopsii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-23,"401 Trail",3,NA,"out","in","Pseudocymopterus montanus",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-23,"401 Trail",5,"A","in","in","Ligusticum porteri",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-23,"401 Trail",5,"B","in","in","Potentilla pulcherrima",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-23,"401 Trail",5,"B","in","in","Lathyrus leucanthus",10,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,"",2021
2021-06-23,"401 Trail",5,"C","in","in","Potentilla pulcherrima",10,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,"",2021
2021-06-23,"401 Trail",5,"C","in","in","Ligusticum porteri",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-23,"401 Trail",5,"D","in","in","Potentilla pulcherrima",10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,"",2021
2021-06-23,"401 Trail",5,"D","in","in","Lathyrus leucanthus",10,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,"",2021
2021-06-23,"401 Trail",5,NA,"out","in","Vicia americana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-23,"401 Trail",5,NA,"out","in","Delphinium nuttaliana",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-23,"401 Trail",5,NA,"out","in","Taraxacum officinale",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-23,"401 Trail",2,"A","in","in","Potentilla pulcherrima",10,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"",2021
2021-06-23,"401 Trail",2,"A","in","in","Lathyrus leucanthus",10,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,"",2021
2021-06-23,"401 Trail",2,"A","in","in","Ligusticum porteri",10,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,"",2021
2021-06-23,"401 Trail",2,"B","in","in","Potentilla pulcherrima",10,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,"",2021
2021-06-23,"401 Trail",2,"B","in","in","Lathyrus leucanthus",10,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,"",2021
2021-06-23,"401 Trail",2,"C","in","in","Potentilla pulcherrima",10,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,"",2021
2021-06-23,"401 Trail",2,"C","in","in","Vicia americana",10,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",2021
2021-06-23,"401 Trail",2,"C","in","in","Lathyrus leucanthus",10,1,1,1,1,1,1,1,1,1,1,"",2021
2021-06-23,"401 Trail",2,"D","in","in","Potentilla pulcherrima",10,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,"",2021
2021-06-23,"401 Trail",2,NA,"out","in","Delphinium barbeyi",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-23,"401 Trail",1,"A","in","in","Potentilla pulcherrima",10,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,"",2021
2021-06-23,"401 Trail",1,"A","in","in","Pentaphylloides floribunda ",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-23,"401 Trail",1,"B","in","in","Potentilla pulcherrima",10,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,"",2021
2021-06-23,"401 Trail",1,"B","in","in","Pseudocymopterus montanus",10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,"",2021
2021-06-23,"401 Trail",1,"B","in","in","Lathyrus leucanthus",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-23,"401 Trail",1,"B","in","in","Fragaria virginiana",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-23,"401 Trail",1,"C","in","in","Potentilla pulcherrima",10,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,"",2021
2021-06-23,"401 Trail",1,"C","in","in","Pseudocymopterus montanus",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-23,"401 Trail",1,"D","in","in","Potentilla pulcherrima",10,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,"",2021
2021-06-23,"401 Trail",1,"D","in","in","Delphinium nuttaliana",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-23,"401 Trail",1,NA,"out","in","Ipomopsis aggregata ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-23,"401 Trail",6,"A","in","in","Potentilla pulcherrima",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-23,"401 Trail",6,"A","in","in","Pseudocymopterus montanus",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-23,"401 Trail",6,"B","in","in","none",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good nest habitat",2021
2021-06-23,"401 Trail",6,"C","in","in","Potentilla pulcherrima",10,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"",2021
2021-06-23,"401 Trail",6,"C","in","in","Delphinium nuttaliana",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-23,"401 Trail",6,"D","in","in","Potentilla pulcherrima",10,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,"",2021
2021-06-23,"401 Trail",6,"D","in","in","Delphinium nuttaliana",10,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,"",2021
2021-06-23,"401 Trail",6,"D","in","in","Lathyrus leucanthus",10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,"",2021
2021-06-23,"401 Trail",6,NA,"out","in","Maianthemum stellatum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-23,"401 Trail",6,NA,"out","in","Adenolinum lewisii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-24,"Waterfall",4,"A","in","in","Potentilla pulcherrima",10,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,"",2021
2021-06-24,"Waterfall",4,"A","in","in","Pentaphylloides floribunda ",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-24,"Waterfall",4,"A","in","in","Lathyrus leucanthus",10,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,"",2021
2021-06-24,"Waterfall",4,"B","in","in","Potentilla pulcherrima",10,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,"",2021
2021-06-24,"Waterfall",4,"B","in","in","Delphinium nuttaliana",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-24,"Waterfall",4,"B","in","in","Lathyrus leucanthus",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-24,"Waterfall",4,"C","in","in","Lathyrus leucanthus",10,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,"",2021
2021-06-24,"Waterfall",4,"D","in","in","Pentaphylloides floribunda ",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-24,"Waterfall",4,NA,"out","in","Eriogonum umbellatum",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-24,"Waterfall",4,NA,"out","in","Dugaldia hoopsii",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-24,"Waterfall",3,"B","in","in","Potentilla pulcherrima",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-24,"Waterfall",3,"B","in","in","Lathyrus leucanthus",10,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,"",2021
2021-06-24,"Waterfall",3,"C","in","in","Lathyrus leucanthus",10,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,"",2021
2021-06-24,"Waterfall",3,"C","in","in","Delphinium nuttaliana",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-24,"Waterfall",3,"C","in","in","Potentilla pulcherrima",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-24,"Waterfall",3,"D","in","in","Potentilla pulcherrima",10,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,"",2021
2021-06-24,"Waterfall",3,"D","in","in","Lathyrus leucanthus",10,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,"",2021
2021-06-24,"Waterfall",3,"D","in","in","Vicia americana",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-24,"Waterfall",3,NA,"out","in","Collomia linearis",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-24,"Waterfall",3,NA,"out","in","Thalictrum fendleri",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-24,"Waterfall",3,NA,"out","in","Pentaphylloides floribunda ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-24,"Waterfall",2,"A","in","in","Osmorhiza occidentalis",10,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"",2021
2021-06-24,"Waterfall",2,"A","in","in","Potentilla pulcherrima",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-24,"Waterfall",2,"B","in","in","Potentilla pulcherrima",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-24,"Waterfall",2,"C","in","in","Potentilla pulcherrima",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-24,"Waterfall",2,"C","in","in","Delphinium nuttaliana",10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"",2021
2021-06-24,"Waterfall",2,"D","in","in","Potentilla pulcherrima",10,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",2021
2021-06-24,"Waterfall",2,NA,"out","in","Pentaphylloides floribunda ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-24,"Waterfall",2,NA,"out","in","Lathyrus leucanthus",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-24,"Waterfall",2,NA,"out","in","Thalictrum fendleri",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-24,"Waterfall",2,NA,"out","in","Mertensia ciliata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-24,"Waterfall",5,"A","in","in","Lathyrus leucanthus",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-24,"Waterfall",5,"A","in","in","Fragaria virginiana",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-24,"Waterfall",5,"A","in","in","Delphinium nuttaliana",10,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",2021
2021-06-24,"Waterfall",5,"C","in","in","Adenolinum lewisii",10,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,"",2021
2021-06-24,"Waterfall",5,"D","in","in","Lathyrus leucanthus",10,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"",2021
2021-06-24,"Waterfall",5,"D","in","in","Fragaria virginiana",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-24,"Waterfall",5,"D","in","in","Delphinium nuttaliana",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-24,"Waterfall",5,NA,"out","in","Potentilla pulcherrima",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-24,"Waterfall",5,NA,"out","in","Taraxacum officinale",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-24,"Waterfall",5,NA,"out","in","Boechera stricta",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2021
2021-06-24,"Waterfall",1,"A","in","in","Lathyrus leucanthus",10,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,"",2021
2021-06-24,"Waterfall",1,"B","in","in","Lathyrus leucanthus",10,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,"",2021
2021-06-24,"Waterfall",1,"C","in","in","Lathyrus leucanthus",10,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,"",2021
2021-06-24,"Waterfall",1,"C","in","in","Delphinium nuttaliana",10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,"",2021
2021-06-24,"Waterfall",1,"D","in","in","Lathyrus leucanthus",10,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,"",2021
2021-06-24,"Waterfall",1,"D","in","in","Potentilla pulcherrima",10,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",2021
2021-06-24,"Waterfall",1,"D","in","in","Ipomopsis aggregata ",10,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,"",2021
